Profile Key 1,Profile Key 2,IDENT,D1,SIB,D2,D(3)
AM22-NA,BM22-NA,<10000,188334,13097.8,<10000,<10000
AM23-NA,BF23-NA,<10000,37973.1,<10000,<10000,<10000
AM23-NA,BM23-NA,<10000,190951,20801.9,<10000,<10000
AM24-NA,BF24-NA,<10000,741822,107933,<10000,<10000
AM24-NA,BM24-NA,<10000,3.43012e+06,4.11224e+07,17666.8,<10000
AM25-NA,BF25-NA,<10000,734563,23053.8,<10000,<10000
AM25-NA,BM25-NA,<10000,110472,45667.2,<10000,<10000
AM26-NA,BF26-NA,<10000,95274.5,17348.4,<10000,<10000
AM26-NA,BM26-NA,<10000,95007.8,16188.6,<10000,<10000
AM27-NA,BF27-NA,<10000,1.11932e+06,10835.9,<10000,<10000
AM27-NA,BM27-NA,<10000,802391,574031,10502.5,<10000
AM28-NA,BF28-NA,<10000,7.99206e+06,445690,50355.7,<10000
AM28-NA,BM28-NA,<10000,2.04381e+06,383529,16976.6,<10000
AM28-NA,CM28-NA,<10000,<10000,21146.9,<10000,<10000
AM29-NA,BF29-NA,<10000,757423,23764.7,<10000,<10000
AM29-NA,BM29-NA,<10000,197619,<10000,<10000,<10000
AM30-NA,BF30-NA,<10000,674753,<10000,<10000,<10000
AM30-NA,BM30-NA,<10000,660606,39344.5,<10000,<10000
AM31-NA,BF31-NA,<10000,70829.8,<10000,<10000,<10000
AM31-NA,BM31-NA,<10000,394856,<10000,<10000,<10000
AM32-NA,BF32-NA,<10000,93535.3,44433.1,<10000,<10000
AM32-NA,BM32-NA,<10000,288322,133269,<10000,<10000
AM33-NA,BF33-NA,<10000,35901.1,<10000,<10000,<10000
AM33-NA,BM33-NA,<10000,34436.2,<10000,<10000,<10000
AM34-NA,BF34-NA,<10000,1.11074e+07,336018,100679,<10000
AM34-NA,BM34-NA,<10000,712068,46680.7,<10000,<10000
AM35-NA,BF35-NA,<10000,674928,14641.7,<10000,<10000
AM35-NA,BM35-NA,<10000,138797,33209.6,<10000,<10000
AM35-NA,CM34-NA,<10000,93812.5,<10000,<10000,<10000
AM36-NA,BF36-NA,<10000,108013,<10000,<10000,<10000
AM36-NA,BM36-NA,<10000,525950,28499.2,<10000,<10000
AM37-NA,BF37-NA,<10000,104710,<10000,<10000,<10000
AM37-NA,BM37-NA,<10000,46157.1,<10000,<10000,<10000
AM37-NA,CF98-NA,<10000,12884.3,<10000,<10000,<10000
AM37-NA,CF145-NA,<10000,14500.3,<10000,<10000,<10000
AM38-NA,BF38-NA,<10000,393160,<10000,<10000,<10000
AM38-NA,BM38-NA,<10000,51235.6,<10000,<10000,<10000
AM39-NA,BF39-NA,<10000,432279,13034.4,<10000,<10000
AM39-NA,BM39-NA,<10000,29962.7,<10000,<10000,<10000
AM40-NA,BF40-NA,<10000,36733.6,<10000,<10000,<10000
AM41-NA,BF41-NA,<10000,10835,<10000,<10000,<10000
AM41-NA,BM41-NA,<10000,3.98302e+06,32168.1,27823.4,<10000
AM42-NA,BM42-NA,<10000,156211,10079.1,<10000,<10000
AM43-NA,BF43-NA,<10000,36673.4,<10000,<10000,<10000
AM44-NA,BF44-NA,<10000,1.03554e+06,42072.2,11459.8,<10000
AM44-NA,BM44-NA,<10000,465106,130039,<10000,<10000
AM45-NA,BF45-NA,<10000,463853,76817,<10000,<10000
AM45-NA,BM45-NA,<10000,155015,13680.4,<10000,<10000
AM46-NA,BF46-NA,<10000,1.97424e+06,218965,24390.6,<10000
AM46-NA,BM46-NA,<10000,35916.5,<10000,<10000,<10000
AM47-NA,BF47-NA,<10000,49775.6,<10000,<10000,<10000
AM47-NA,BM47-NA,<10000,28390.5,11653.5,<10000,<10000
AM48-NA,BF48-NA,<10000,4.16134e+06,6.5403e+06,96377.5,<10000
AM48-NA,BM48-NA,<10000,1.11543e+07,1.03844e+06,146779,<10000
AM49-NA,BF49-NA,<10000,80252.6,19146.4,<10000,<10000
AM49-NA,BM49-NA,<10000,29881.6,<10000,<10000,<10000
AM49-NA,CM49-NA,<10000,<10000,15140.6,<10000,<10000
AM49-NA,CF57-NA,<10000,41255.7,<10000,<10000,<10000
AM50-NA,BF50-NA,<10000,242782,13838,<10000,<10000
AM50-NA,BM50-NA,<10000,320910,<10000,<10000,<10000
AM50-NA,CF51-NA,<10000,499193,14501.8,10463,<10000
AM50-NA,CM97-NA,<10000,<10000,12920.4,14475.7,<10000
AM51-NA,BF51-NA,<10000,191841,35455.8,<10000,<10000
AM51-NA,BM51-NA,<10000,25498.1,<10000,<10000,<10000
AM53-NA,BF53-NA,<10000,23866.2,<10000,<10000,<10000
AM55-NA,BM55-NA,<10000,18642.7,<10000,<10000,<10000
AM56-NA,BF56-NA,<10000,49562.8,<10000,<10000,<10000
AM56-NA,BM56-NA,<10000,23192.1,<10000,<10000,<10000
AM57-NA,BF57-NA,<10000,144129,<10000,<10000,<10000
AM58-NA,BF58-NA,<10000,101598,<10000,<10000,<10000
AM58-NA,BM58-NA,<10000,241233,85624.1,<10000,<10000
AM59-NA,BF59-NA,<10000,101240,167516,<10000,<10000
AM59-NA,BM59-NA,<10000,33704.5,<10000,<10000,<10000
AM60-NA,BF60-NA,<10000,21068,<10000,<10000,<10000
AM60-NA,BM60-NA,<10000,72765.1,<10000,<10000,<10000
AM61-NA,BM61-NA,<10000,13180.6,<10000,<10000,<10000
AM62-NA,BF62-NA,<10000,546916,<10000,<10000,<10000
AM62-NA,BM62-NA,<10000,991839,260787,<10000,<10000
AM63-NA,BF63-NA,<10000,201390,<10000,<10000,<10000
AM63-NA,BM63-NA,<10000,48842.7,<10000,<10000,<10000
AM64-NA,BF64-NA,<10000,11730.2,<10000,<10000,<10000
AM65-NA,BF65-NA,<10000,32908.3,<10000,<10000,<10000
AM65-NA,BM65-NA,<10000,125960,<10000,<10000,<10000
AM66-NA,BF66-NA,<10000,749888,<10000,23756.4,<10000
AM66-NA,BM66-NA,<10000,234643,<10000,<10000,<10000
AM67-NA,BF67-NA,<10000,13898.7,<10000,<10000,<10000
AM68-NA,BF68-NA,<10000,1.69113e+06,67395.5,12147.4,<10000
AM68-NA,BM68-NA,<10000,741399,13027.7,<10000,<10000
AM69-NA,BF69-NA,<10000,1.91479e+06,18846.9,18204.3,<10000
AM69-NA,BM69-NA,<10000,1.08258e+07,1.63035e+06,100914,<10000
AM70-NA,BF70-NA,<10000,44266.9,<10000,<10000,<10000
AM70-NA,BM70-NA,<10000,12450.4,<10000,<10000,<10000
AM71-NA,BF71-NA,<10000,3.97386e+06,55851.1,35892.2,<10000
AM71-NA,BM71-NA,<10000,2.38966e+07,575698,111676,<10000
AM73-NA,BF73-NA,<10000,91621.4,<10000,<10000,<10000
AM73-NA,BM73-NA,<10000,515446,21653,<10000,<10000
AM74-NA,BF74-NA,<10000,126789,30173.9,<10000,<10000
AM74-NA,BM74-NA,<10000,90405.7,11648.5,<10000,<10000
AM75-NA,BF43-NA,<10000,83550.9,<10000,<10000,<10000
AM75-NA,BF75-NA,<10000,103566,<10000,<10000,<10000
AM75-NA,BM75-NA,<10000,113739,<10000,<10000,<10000
AM76-NA,BM76-NA,<10000,25317.7,<10000,<10000,<10000
AM77-NA,BM77-NA,<10000,146985,<10000,<10000,<10000
AM78-NA,BF78-NA,<10000,93547.1,<10000,<10000,<10000
AM78-NA,BM78-NA,<10000,9.087e+06,75122.3,48282.1,<10000
AM79-NA,BF79-NA,<10000,40326.6,<10000,<10000,<10000
AM79-NA,BM79-NA,<10000,18707,<10000,<10000,<10000
AM80-NA,BF80-NA,<10000,1.85183e+06,20568.8,14278.5,<10000
AM80-NA,BM80-NA,<10000,351759,30543.8,<10000,<10000
AM80-NA,CM80-NA,<10000,133471,<10000,<10000,<10000
AM82-NA,BF82-NA,<10000,9.23257e+07,3.00835e+06,361963,<10000
AM82-NA,BM82-NA,<10000,2.63294e+06,15544.8,22471.7,<10000
AM82-NA,CF82-NA,<10000,<10000,<10000,13821.1,<10000
AM83-NA,AM94-NA,<10000,<10000,35888.2,<10000,<10000
AM83-NA,BF83-NA,<10000,20219.3,<10000,<10000,<10000
AM84-NA,BM84-NA,<10000,27076.8,<10000,<10000,<10000
AM85-NA,BF85-NA,<10000,1.66447e+07,3.53112e+07,61775.9,<10000
AM85-NA,BM85-NA,<10000,5.64115e+06,608792,25767.5,<10000
AM86-NA,BF86-NA,<10000,10245.4,<10000,<10000,<10000
AM86-NA,BM86-NA,<10000,30902.7,<10000,<10000,<10000
AM87-NA,BF87-NA,<10000,12912.7,<10000,<10000,<10000
AM87-NA,BM87-NA,<10000,12359.6,<10000,<10000,<10000
AM89-NA,BF89-NA,<10000,3.10366e+07,5.01463e+06,116675,<10000
AM89-NA,BM89-NA,<10000,1.35412e+06,116815,12622.9,<10000
AM89-NA,CF89-NA,<10000,<10000,25028.4,<10000,<10000
AM90-NA,BF90-NA,<10000,2.4454e+06,68545.2,29352.6,<10000
AM90-NA,BM90-NA,<10000,23588.4,<10000,<10000,<10000
AM91-NA,BF91-NA,<10000,135009,<10000,<10000,<10000
AM91-NA,BM91-NA,<10000,815308,391218,<10000,<10000
AM92-NA,BF92-NA,<10000,682462,136664,<10000,<10000
AM92-NA,BM92-NA,<10000,398820,<10000,<10000,<10000
AM94-NA,BF94-NA,<10000,66503.9,<10000,<10000,<10000
AM94-NA,BM94-NA,<10000,25154.8,<10000,<10000,<10000
AM95-NA,BF95-NA,<10000,78673.3,<10000,<10000,<10000
AM95-NA,BM95-NA,<10000,187703,<10000,<10000,<10000
AM95-NA,CM94-NA,<10000,110322,218154,<10000,<10000
AM96-NA,BF96-NA,<10000,10198.3,<10000,<10000,<10000
AM96-NA,BM96-NA,<10000,412130,11923.6,<10000,<10000
AM97-NA,BF97-NA,<10000,494517,21397.5,<10000,<10000
AM97-NA,BM97-NA,<10000,112719,25709.5,<10000,<10000
AM98-NA,BF98-NA,<10000,296083,30168.2,<10000,<10000
AM98-NA,BM98-NA,<10000,476646,49391.2,<10000,<10000
AM99-NA,BF99-NA,<10000,39526.7,<10000,<10000,<10000
AM99-NA,BM99-NA,<10000,42649.4,<10000,<10000,<10000
AM101-NA,BF101-NA,<10000,1.25422e+07,1.61349e+06,83866.6,<10000
AM101-NA,BM101-NA,<10000,296576,110737,<10000,<10000
AM102-NA,BM102-NA,<10000,76459.3,<10000,<10000,<10000
AM103-NA,BF103-NA,<10000,31281.9,<10000,<10000,<10000
AM103-NA,BM103-NA,<10000,913821,<10000,<10000,<10000
AM104-NA,BF104-NA,<10000,10614.5,<10000,<10000,<10000
AM104-NA,BM104-NA,<10000,191558,<10000,<10000,<10000
AM105-NA,BF105-NA,<10000,34878.9,<10000,<10000,<10000
AM105-NA,BM105-NA,<10000,427854,11271.2,<10000,<10000
AM106-NA,BF106-NA,<10000,58278.7,<10000,<10000,<10000
AM106-NA,BM106-NA,<10000,82300.2,<10000,<10000,<10000
AM107-NA,BF107-NA,<10000,420540,575375,<10000,<10000
AM107-NA,BM107-NA,<10000,2.14403e+06,127546,11343.2,<10000
AM108-NA,BF108-NA,<10000,569859,<10000,<10000,<10000
AM108-NA,BM108-NA,<10000,39224.6,<10000,<10000,<10000
AM109-NA,BF109-NA,<10000,13095.1,<10000,<10000,<10000
AM109-NA,BM109-NA,<10000,54100.7,<10000,<10000,<10000
AM110-NA,BF110-NA,<10000,1.89172e+06,26620.5,21655.1,<10000
AM110-NA,BM110-NA,<10000,1.2212e+06,353960,13326.3,<10000
AM111-NA,BF111-NA,<10000,81543.1,11458.9,<10000,<10000
AM111-NA,BM111-NA,<10000,78975,49721.5,<10000,<10000
AM112-NA,BF112-NA,<10000,245257,<10000,<10000,<10000
AM112-NA,BM112-NA,<10000,50425.6,<10000,<10000,<10000
AM113-NA,BF113-NA,<10000,1.17893e+07,29746.3,86852.2,<10000
AM113-NA,BM113-NA,<10000,4.69364e+07,369993,234411,<10000
AM114-NA,BF114-NA,<10000,58424.2,<10000,<10000,<10000
AM114-NA,BM114-NA,<10000,12688,<10000,<10000,<10000
AM115-NA,BF115-NA,<10000,56643.9,<10000,<10000,<10000
AM115-NA,BM115-NA,<10000,1.8549e+06,16316.2,19392.8,<10000
AM116-NA,BF116-NA,<10000,177339,<10000,<10000,<10000
AM116-NA,BM116-NA,<10000,22561.5,<10000,<10000,<10000
AM117-NA,BF117-NA,<10000,28726.2,<10000,<10000,<10000
AM117-NA,BM117-NA,<10000,44759.7,<10000,<10000,<10000
AM119-NA,BF119-NA,<10000,172848,16698.1,<10000,<10000
AM119-NA,BM119-NA,<10000,45947.9,<10000,<10000,<10000
AM121-NA,BF121-NA,<10000,866124,18571.8,<10000,<10000
AM121-NA,BM121-NA,<10000,10180.5,<10000,<10000,<10000
AM122-NA,BF122-NA,<10000,26794.6,<10000,<10000,<10000
AM122-NA,BM122-NA,<10000,125126,<10000,<10000,<10000
AM123-NA,BF123-NA,<10000,134746,<10000,<10000,<10000
AM123-NA,BM123-NA,<10000,1.48411e+06,390164,13067.8,<10000
AM124-NA,BF124-NA,<10000,854110,20909.5,<10000,<10000
AM124-NA,BM124-NA,<10000,4.46382e+06,59899.6,22270.2,<10000
AM125-NA,BF125-NA,<10000,33901.8,<10000,<10000,<10000
AM125-NA,BM125-NA,<10000,51248.8,<10000,<10000,<10000
AM126-NA,BF126-NA,<10000,29618.1,<10000,<10000,<10000
AM126-NA,BM126-NA,<10000,666015,14352.8,<10000,<10000
AM128-NA,BF128-NA,<10000,54417.1,102985,<10000,<10000
AM128-NA,BM128-NA,<10000,33380.2,<10000,<10000,<10000
AM129-NA,BF129-NA,<10000,10625.6,<10000,<10000,<10000
AM129-NA,BM129-NA,<10000,45377.2,<10000,<10000,<10000
AM130-NA,BF130-NA,<10000,2.46516e+07,44554.3,102746,<10000
AM130-NA,BM130-NA,<10000,996708,<10000,10240.4,<10000
AM131-NA,BF131-NA,<10000,68567.4,<10000,<10000,<10000
AM131-NA,CM131-NA,<10000,<10000,21256.5,<10000,<10000
AM132-NA,BF132-NA,<10000,14374.5,<10000,<10000,<10000
AM133-NA,BF133-NA,<10000,133754,22050.2,<10000,<10000
AM133-NA,BM133-NA,<10000,91790.8,<10000,<10000,<10000
AM134-NA,BM134-NA,<10000,11977.4,<10000,<10000,<10000
AM135-NA,BM135-NA,<10000,30434.6,<10000,<10000,<10000
AM136-NA,BF136-NA,<10000,229312,11906.4,<10000,<10000
AM136-NA,BM136-NA,<10000,33283.3,<10000,<10000,<10000
AM137-NA,BF137-NA,<10000,93286.6,<10000,<10000,<10000
AM137-NA,BM137-NA,<10000,32512.4,19061.9,<10000,<10000
AM138-NA,BF138-NA,<10000,82375.6,13492.1,<10000,<10000
AM138-NA,BM138-NA,<10000,158737,24991.9,<10000,<10000
AM139-NA,BF139-NA,<10000,330513,<10000,<10000,<10000
AM139-NA,BM139-NA,<10000,3.03332e+06,27502.2,37661.3,<10000
AM140-NA,BF140-NA,<10000,11787.3,<10000,<10000,<10000
AM140-NA,BM140-NA,<10000,196444,<10000,<10000,<10000
AM141-NA,BF141-NA,<10000,2.92109e+06,59169.5,25522.9,<10000
AM141-NA,BM141-NA,<10000,602433,36113.7,<10000,<10000
AM142-NA,BF142-NA,<10000,10055.2,<10000,<10000,<10000
AM142-NA,BM142-NA,<10000,10016.8,<10000,<10000,<10000
AM143-NA,BF143-NA,<10000,156310,<10000,<10000,<10000
AM143-NA,BM143-NA,<10000,4.60055e+06,69934.5,36151.9,<10000
AM143-NA,CM142-NA,<10000,341650,195056,<10000,<10000
AM144-NA,BF144-NA,<10000,15129.7,<10000,<10000,<10000
AM144-NA,BM144-NA,<10000,130582,<10000,<10000,<10000
AM145-NA,BF145-NA,<10000,2.95374e+07,1.44186e+07,176744,<10000
AM145-NA,BM145-NA,<10000,9.1233e+06,579570,54501.7,<10000
AM145-NA,CM144-NA,<10000,<10000,182292,<10000,<10000
AM146-NA,BF146-NA,<10000,13388.1,<10000,<10000,<10000
AM146-NA,BM146-NA,<10000,2.43356e+06,180199,14712.5,<10000
AM147-NA,BF147-NA,<10000,206307,190604,<10000,<10000
AM147-NA,BM147-NA,<10000,12864.1,<10000,<10000,<10000
AM148-NA,BF148-NA,<10000,379058,<10000,<10000,<10000
AM148-NA,BM148-NA,<10000,21910.3,<10000,<10000,<10000
AM149-NA,BF149-NA,<10000,7.36356e+06,34827.5,33482.7,<10000
AM149-NA,BM149-NA,<10000,58593.6,<10000,<10000,<10000
AM150-NA,BF150-NA,<10000,198799,<10000,<10000,<10000
AM151-NA,BF151-NA,<10000,1.43614e+06,19284.7,14107.4,<10000
AM151-NA,BM151-NA,<10000,1.78904e+06,19606.6,13378.7,<10000
AM152-NA,BF152-NA,<10000,1.17051e+06,29914.3,<10000,<10000
AM152-NA,BM152-NA,<10000,34496.9,<10000,<10000,<10000
AM153-NA,BF153-NA,<10000,77908.1,10947.8,<10000,<10000
AM153-NA,BM153-NA,<10000,12505.4,<10000,<10000,<10000
AM153-NA,CM152-NA,<10000,15145.8,<10000,<10000,<10000
AM153-NA,CF153-NA,<10000,12316.1,<10000,<10000,<10000
AM154-NA,BF154-NA,<10000,3.30223e+06,196610,18909.9,<10000
AM154-NA,BM154-NA,<10000,1.96929e+06,29309.1,10225.4,<10000
AM155-NA,BM155-NA,<10000,16091.3,<10000,<10000,<10000
AM156-NA,BF156-NA,<10000,74629.5,<10000,<10000,<10000
AM157-NA,BF157-NA,<10000,564776,13165.7,<10000,<10000
AM157-NA,BM157-NA,<10000,361765,<10000,<10000,<10000
AM158-NA,BF158-NA,<10000,136532,133272,<10000,<10000
AM158-NA,BM158-NA,<10000,496554,25816.1,<10000,<10000
AM159-NA,BF159-NA,<10000,47818,34851.2,<10000,<10000
AM159-NA,BM159-NA,<10000,189071,42868.4,<10000,<10000
AM160-NA,BF160-NA,<10000,2.57975e+06,56694.2,14550.8,<10000
AM160-NA,BM160-NA,<10000,610986,341503,<10000,<10000
AM161-NA,BF161-NA,<10000,30364.2,<10000,<10000,<10000
AM161-NA,BM161-NA,<10000,19711.5,<10000,<10000,<10000
AM162-NA,BF162-NA,<10000,35078.5,<10000,<10000,<10000
AM162-NA,BM162-NA,<10000,141554,<10000,<10000,<10000
AM163-NA,BF163-NA,<10000,222483,63786.2,<10000,<10000
AM163-NA,BM163-NA,<10000,112308,24731.1,<10000,<10000
AM164-NA,BF164-NA,<10000,11682.9,<10000,<10000,<10000
AM164-NA,BM164-NA,<10000,420961,31690.7,<10000,<10000
AM165-NA,BF165-NA,<10000,1.03236e+06,16537.1,13442.1,<10000
AM165-NA,BM165-NA,<10000,2.63356e+07,1.53791e+06,147831,<10000
BM0-NA,CM0-NA,<10000,549751,236095,<10000,<10000
BM0-NA,CF1-NA,<10000,30682.3,<10000,<10000,<10000
BF1-NA,CF1-NA,<10000,31647.2,<10000,<10000,<10000
BM1-NA,CM1-NA,<10000,122899,<10000,<10000,<10000
BM1-NA,CF2-NA,<10000,47010.5,<10000,<10000,<10000
BF2-NA,CM1-NA,<10000,169776,<10000,<10000,<10000
BF2-NA,CF2-NA,<10000,76256.5,<10000,<10000,<10000
BF3-NA,BM3-NA,<10000,<10000,59496.5,<10000,<10000
BF3-NA,CM2-NA,<10000,59392.1,<10000,<10000,<10000
BM3-NA,CM3-NA,<10000,91091.1,12062.4,<10000,<10000
BM3-NA,CF4-NA,<10000,31888.4,44906.8,<10000,<10000
BF4-NA,BM4-NA,<10000,<10000,1.10889e+06,<10000,<10000
BF4-NA,CM3-NA,<10000,369730,43169.8,<10000,<10000
BF4-NA,CF4-NA,<10000,25505.3,<10000,<10000,<10000
BM4-NA,CM4-NA,<10000,41522.9,<10000,<10000,<10000
BF5-NA,BM5-NA,<10000,<10000,255803,<10000,<10000
BF5-NA,CM4-NA,<10000,545390,16367,<10000,<10000
BF5-NA,CF5-NA,<10000,93685.9,11907.4,<10000,<10000
BF5-NA,CM104-NA,<10000,1.27567e+06,28925.2,<10000,<10000
BF5-NA,CM154-NA,<10000,<10000,140236,<10000,<10000
BM5-NA,CM5-NA,<10000,22036.4,10696.7,<10000,<10000
BM5-NA,CF6-NA,<10000,12010.2,<10000,<10000,<10000
BF6-NA,BM6-NA,<10000,<10000,3.57705e+07,80635.2,<10000
BF6-NA,CM5-NA,<10000,136436,<10000,<10000,<10000
BF6-NA,CF6-NA,<10000,8.01776e+06,258781,52720.8,<10000
BM6-NA,CM6-NA,<10000,101038,<10000,<10000,<10000
BM6-NA,CF7-NA,<10000,5.63283e+06,13300.2,30570.5,<10000
BF7-NA,BM7-NA,<10000,<10000,75855.5,<10000,<10000
BF7-NA,CF7-NA,<10000,39554.4,<10000,<10000,<10000
BM7-NA,CF8-NA,<10000,103541,<10000,<10000,<10000
BF8-NA,BM8-NA,<10000,<10000,492237,<10000,<10000
BF8-NA,CM7-NA,<10000,193522,<10000,<10000,<10000
BM8-NA,CM8-NA,<10000,219531,39641.6,<10000,<10000
BM8-NA,CF9-NA,<10000,153039,23648.9,<10000,<10000
BF9-NA,BM9-NA,<10000,118524,2.80348e+06,<10000,<10000
BF9-NA,CM8-NA,<10000,12634.6,<10000,<10000,<10000
BF9-NA,CF9-NA,<10000,11989.1,<10000,<10000,<10000
BM9-NA,CF10-NA,<10000,97889.9,<10000,<10000,<10000
BF10-NA,CM9-NA,<10000,248181,10133.4,<10000,<10000
BF10-NA,CF10-NA,<10000,353672,<10000,<10000,<10000
BM10-NA,CM10-NA,<10000,238082,<10000,<10000,<10000
BM10-NA,CF11-NA,<10000,4.7369e+06,208326,26978.3,<10000
BF11-NA,BM11-NA,<10000,<10000,577054,<10000,<10000
BF11-NA,CM10-NA,<10000,297209,24290.2,<10000,<10000
BF11-NA,CF11-NA,<10000,154872,<10000,<10000,<10000
BM11-NA,CM11-NA,<10000,2.63705e+06,70704.4,21116.9,<10000
BM11-NA,CF12-NA,<10000,170928,<10000,<10000,<10000
BF12-NA,BM12-NA,<10000,330368,1.02898e+06,<10000,<10000
BF12-NA,CM11-NA,<10000,38345.4,<10000,<10000,<10000
BF12-NA,CF12-NA,<10000,85048.9,<10000,<10000,<10000
BM12-NA,CM12-NA,<10000,31679.2,<10000,<10000,<10000
BF13-NA,BM13-NA,<10000,<10000,136231,<10000,<10000
BF13-NA,CM12-NA,<10000,116910,<10000,<10000,<10000
BF13-NA,CF13-NA,<10000,323382,39647.9,<10000,<10000
BM13-NA,CM13-NA,<10000,102645,<10000,<10000,<10000
BM13-NA,CF14-NA,<10000,273848,<10000,<10000,<10000
BF14-NA,BM14-NA,<10000,<10000,29985.1,<10000,<10000
BF14-NA,CM13-NA,<10000,12061.6,<10000,<10000,<10000
BF14-NA,CF14-NA,<10000,14207.3,<10000,<10000,<10000
BM14-NA,CM14-NA,<10000,61242.7,<10000,<10000,<10000
BM14-NA,CF15-NA,<10000,140716,35312.1,<10000,<10000
BF15-NA,BM15-NA,<10000,<10000,18894.9,<10000,<10000
BF15-NA,CM14-NA,<10000,89086.3,<10000,<10000,<10000
BF15-NA,CF15-NA,<10000,49216.2,<10000,<10000,<10000
BM15-NA,CM15-NA,<10000,12832.2,<10000,<10000,<10000
BF16-NA,BM16-NA,<10000,66620.4,<10000,<10000,<10000
BF16-NA,CM15-NA,<10000,2.57072e+06,122866,63545.7,<10000
BF16-NA,CF17-NA,<10000,34715.8,<10000,<10000,<10000
BM16-NA,CM16-NA,<10000,175621,<10000,<10000,<10000
BM16-NA,CF17-NA,<10000,41357.8,<10000,<10000,<10000
BF17-NA,BM17-NA,<10000,<10000,45552.2,<10000,<10000
BF17-NA,CM16-NA,<10000,713969,<10000,<10000,<10000
BF17-NA,CF17-NA,<10000,104173,<10000,<10000,<10000
BM17-NA,CM17-NA,<10000,4.19076e+06,59311.6,29312.9,<10000
BM17-NA,CF18-NA,<10000,6.02545e+06,144174,46370,<10000
BF18-NA,CM17-NA,<10000,34921.2,<10000,<10000,<10000
